año,provincia,ha_total,ha_bosque_nativo,fuente
1994,Río Negro,3271,3063,bqd_bninc_ha_año_2023
1994,Salta,,,bqd_bninc_ha_año_2023
1994,San Juan,,,bqd_bninc_ha_año_2023
1994,San Luis,25513,,bqd_bninc_ha_año_2023
1994,Santa Cruz,1684,43,bqd_bninc_ha_año_2023
1994,Santa Fe,,,bqd_bninc_ha_año_2023
1994,Santiago del Estero,50000,35000,bqd_bninc_ha_año_2023
1994,Tierra del Fuego,320,68,bqd_bninc_ha_año_2023
1994,Tucumán,65,,bqd_bninc_ha_año_2023
1995,Buenos Aires,3000,,bqd_bninc_ha_año_2023
1995,Catamarca,,,bqd_bninc_ha_año_2023
1995,Chaco,,,bqd_bninc_ha_año_2023
1995,Chubut,3073,983,bqd_bninc_ha_año_2023
1995,Corrientes,7899,,bqd_bninc_ha_año_2023
1995,Córdoba,300639,122260,bqd_bninc_ha_año_2023
1995,Entre Ríos,2269,,bqd_bninc_ha_año_2023
1995,Formosa,500,500,bqd_bninc_ha_año_2023
1995,Jujuy,,,bqd_bninc_ha_año_2023
1995,La Pampa,148720,148720,bqd_bninc_ha_año_2023
1995,La Rioja,4514,2,bqd_bninc_ha_año_2023
1995,Mendoza,,,bqd_bninc_ha_año_2023
1995,Misiones,,,bqd_bninc_ha_año_2023
1995,Neuquén,20354,1125,bqd_bninc_ha_año_2023
1995,Río Negro,9732,123,bqd_bninc_ha_año_2023
1995,Salta,660,255,bqd_bninc_ha_año_2023
1995,San Juan,,,bqd_bninc_ha_año_2023
